Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,1046575,2,2,3,3,5,1,1189,0.00%,8721.5,1090.2,3.53
总体,1046575,2,2,3,3,5,1,1189,0.00%,8721.5,1090.2,3.53
