Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,1045766,2,2,3,3,5,1,1208,0.00%,8714.4,1089.3,3.61
总体,1045766,2,2,3,3,5,1,1208,0.00%,8714.4,1089.3,3.61
