Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,222528,3,1,3,5,42,0,1037,0.000%,1854.89464,315.19,0.00
TOTAL,222528,3,1,3,5,42,0,1037,0.000%,1854.89464,315.19,0.00
