Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,13677288,64,8,312,351,417,0,1542,0.00%,75355.7,12804.6,124.68
总体,13677288,64,8,312,351,417,0,1542,0.00%,75355.7,12804.6,124.68
