Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,13437919,65,9,314,357,425,0,1626,0.000%,74161.92873,12601.73,0.00
TOTAL,13437919,65,9,314,357,425,0,1626,0.000%,74161.92873,12601.73,0.00
