Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,13637091,64,9,310,353,421,0,1557,0.00%,75068.9,12755.8,123.12
总体,13637091,64,9,310,353,421,0,1557,0.00%,75068.9,12755.8,123.12
