Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,554587,2,1,3,4,17,0,1048,0.000%,4622.17462,785.41,0.00
TOTAL,554587,2,1,3,4,17,0,1048,0.000%,4622.17462,785.41,0.00
