Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,9330039,0,0,1,1,1,0,933,0.00%,77750.3,9718.8,1.11
总体,9330039,0,0,1,1,1,0,933,0.00%,77750.3,9718.8,1.11
