Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,1662953,528,539,567,583,1085,0,2225,0.00%,9185.4,1713.3,140.01
总体,1662953,528,539,567,583,1085,0,2225,0.00%,9185.4,1713.3,140.01
