Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,1334283,17,17,26,29,37,1,1345,0.00%,11116.9,1389.6,12.52
总体,1334283,17,17,26,29,37,1,1345,0.00%,11116.9,1389.6,12.52
