Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,1343658,17,17,25,28,37,1,1246,0.00%,11195.2,1399.4,11.64
总体,1343658,17,17,25,28,37,1,1246,0.00%,11195.2,1399.4,11.64
