Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,4247950,20,20,27,32,49,0,1105,0.00%,23592.9,85969.5,9.83
总体,4247950,20,20,27,32,49,0,1105,0.00%,23592.9,85969.5,9.83
