Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,5084149,174,174,197,208,297,1,1226,0.00%,27603.8,3552.4,37.82
总体,5084149,174,174,197,208,297,1,1226,0.00%,27603.8,3552.4,37.82
