Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,1153594,759,776,903,929,1009,2,1122,0.000%,6388.27113,817.48,0.00
TOTAL,1153594,759,776,903,929,1009,2,1122,0.000%,6388.27113,817.48,0.00
