Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,2783408,0,1,1,2,2,0,964,0.00%,23194.7,249.2,1.81
总体,2783408,0,1,1,2,2,0,964,0.00%,23194.7,249.2,1.81
