Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,4714617,187,180,389,536,752,0,3513,0.00%,25766.5,5227.9,171.97
总体,4714617,187,180,389,536,752,0,3513,0.00%,25766.5,5227.9,171.97
