Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,403638,216,257,274,281,313,3,9673,0.00%,2239.4,706500.1,135.49
总体,403638,216,257,274,281,313,3,9673,0.00%,2239.4,706500.1,135.49
