Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,403979,216,256,272,277,304,4,10949,0.00%,2241.2,707065.6,145.79
总体,403979,216,256,272,277,304,4,10949,0.00%,2241.2,707065.6,145.79
