Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,235880,3767,3900,3976,4036,7740,6,11832,0.00%,1277.1,387909.3,907.83
总体,235880,3767,3900,3976,4036,7740,6,11832,0.00%,1277.1,387909.3,907.83
