Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,235557,3777,3907,3969,4004,7748,6,15320,0.00%,1273.9,386936.1,904.34
总体,235557,3777,3907,3969,4004,7748,6,15320,0.00%,1273.9,386936.1,904.34
