Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,236820,3751,3885,3940,3980,7704,6,15312,0.00%,1282.6,389596.5,902.39
总体,236820,3751,3885,3940,3980,7704,6,15312,0.00%,1282.6,389596.5,902.39
