Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7402574,11,10,14,18,88,0,1041,0.00%,41103.9,19374.1,13.96
总体,7402574,11,10,14,18,88,0,1041,0.00%,41103.9,19374.1,13.96
