Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7171646,12,10,14,18,113,0,1069,0.00%,39827.7,18772.4,15.65
总体,7171646,12,10,14,18,113,0,1069,0.00%,39827.7,18772.4,15.65
