Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7151574,12,10,14,18,112,0,1015,0.00%,39719.1,18721.3,15.16
总体,7151574,12,10,14,18,112,0,1015,0.00%,39719.1,18721.3,15.16
