Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,10625569,2,2,3,4,8,0,4038,0.00%,88528.7,951.0,15.80
总体,10625569,2,2,3,4,8,0,4038,0.00%,88528.7,951.0,15.80
