Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,5384230,164,154,186,243,541,0,1489,0.00%,29276.8,3367.8,75.72
总体,5384230,164,154,186,243,541,0,1489,0.00%,29276.8,3367.8,75.72
