Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,197141,4750,814,885,927,130701,6,221996,1.28%,801.6,240351.2,21683.06
总体,197141,4750,814,885,927,130701,6,221996,1.28%,801.6,240351.2,21683.06
