Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,196890,4782,812,901,945,130768,8,222087,1.31%,805.5,241463.3,21814.27
总体,196890,4782,812,901,945,130768,8,222087,1.31%,805.5,241463.3,21814.27
