Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,196775,4810,817,902,957,130415,5,224508,1.50%,803.7,240456.1,21042.95
总体,196775,4810,817,902,957,130415,5,224508,1.50%,803.7,240456.1,21042.95
