Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,381091,229,54,691,835,1127,5,2890,0.00%,2114.2,666979.9,288.06
总体,381091,229,54,691,835,1127,5,2890,0.00%,2114.2,666979.9,288.06
