Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,337384,258,175,565,636,785,4,1324,0.00%,1872.5,590730.5,200.17
总体,337384,258,175,565,636,785,4,1324,0.00%,1872.5,590730.5,200.17
