Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,288748,2870,1495,7952,8944,10909,4,23218,0.000%,1385.01535,436950.70,0.00
TOTAL,288748,2870,1495,7952,8944,10909,4,23218,0.000%,1385.01535,436950.70,0.00
