Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,277043,3275,1478,9657,10839,11645,5,23521,0.00%,1302.0,410751.0,3767.23
总体,277043,3275,1478,9657,10839,11645,5,23521,0.00%,1302.0,410751.0,3767.23
