Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,340140,256,169,563,636,800,4,1402,0.00%,1886.6,595189.3,202.55
总体,340140,256,169,563,636,800,4,1402,0.00%,1886.6,595189.3,202.55
