Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,293161,2780,1454,7800,8903,10111,4,21618,0.000%,1393.60246,439659.80,0.00
TOTAL,293161,2780,1454,7800,8903,10111,4,21618,0.000%,1393.60246,439659.80,0.00
