Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,441391,2005,2072,2108,2121,2156,5,2398,0.000%,2408.48498,790213.57,0.00
TOTAL,441391,2005,2072,2108,2121,2156,5,2398,0.000%,2408.48498,790213.57,0.00
