Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,316419,5551,6027,6232,6299,6413,5,6975,0.000%,1674.28091,549324.37,0.00
TOTAL,316419,5551,6027,6232,6299,6413,5,6975,0.000%,1674.28091,549324.37,0.00
