Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,476650,1894,2004,2092,2121,2209,4,3133,0.00%,2469.4,805389.1,412.23
总体,476650,1894,2004,2092,2121,2209,4,3133,0.00%,2469.4,805389.1,412.23
