Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,439043,2013,2081,2117,2129,2154,3,2232,0.000%,2399.65348,787316.00,0.00
TOTAL,439043,2013,2081,2117,2129,2154,3,2232,0.000%,2399.65348,787316.00,0.00
