Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,6697348,13,13,15,18,30,0,141,0.00%,37194.7,17543.7,5.01
总体,6697348,13,13,15,18,30,0,141,0.00%,37194.7,17543.7,5.01
