Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,6694089,13,13,15,18,30,0,1040,0.00%,37176.0,17534.9,5.00
总体,6694089,13,13,15,18,30,0,1040,0.00%,37176.0,17534.9,5.00
