Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3678561,239,235,280,289,318,1,831,0.00%,20211.1,2323.1,49.48
总体,3678561,239,235,280,289,318,1,831,0.00%,20211.1,2323.1,49.48
