Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3684186,240,235,279,287,316,2,795,0.00%,20136.9,2314.5,46.94
总体,3684186,240,235,279,287,316,2,795,0.00%,20136.9,2314.5,46.94
