Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,5296649,16,16,28,32,48,0,1066,0.00%,29417.2,6002.6,9.55
总体,5296649,16,16,28,32,48,0,1066,0.00%,29417.2,6002.6,9.55
