Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,4668534,18,16,28,33,59,0,3356,0.00%,25927.7,5260.5,40.79
总体,4668534,18,16,28,33,59,0,3356,0.00%,25927.7,5260.5,40.79
