Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,3339336,0,1,1,1,1,0,4034,0.00%,27827.8,298.9,8.79
总体,3339336,0,1,1,1,1,0,4034,0.00%,27827.8,298.9,8.79
