Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,584582,91,46,168,279,998,0,4262,0.000%,4176.77908,1892.60,0.00
TOTAL,584582,91,46,168,279,998,0,4262,0.000%,4176.77908,1892.60,0.00
