Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,6798730,130,131,141,159,262,0,827,0.00%,37002.7,14309.6,33.66
总体,6798730,130,131,141,159,262,0,827,0.00%,37002.7,14309.6,33.66
