Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,4868841,181,169,203,361,420,0,770,0.00%,26657.3,10308.9,64.67
总体,4868841,181,169,203,361,420,0,770,0.00%,26657.3,10308.9,64.67
