Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,401593,218,257,275,282,309,3,11529,0.00%,2227.8,702831.0,139.72
总体,401593,218,257,275,282,309,3,11529,0.00%,2227.8,702831.0,139.72
