Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,8318933,10,10,18,23,34,0,1262,0.00%,46200.9,21792.0,9.83
总体,8318933,10,10,18,23,34,0,1262,0.00%,46200.9,21792.0,9.83
