Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,8325025,10,10,18,23,34,0,1062,0.00%,46235.0,21808.1,9.42
总体,8325025,10,10,18,23,34,0,1062,0.00%,46235.0,21808.1,9.42
