Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,8157835,10,10,19,24,34,0,1068,0.00%,45305.7,21369.8,10.78
总体,8157835,10,10,19,24,34,0,1068,0.00%,45305.7,21369.8,10.78
