Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,3084338,284,336,378,390,419,2,963,0.000%,17067.50999,3460.83,0.00
TOTAL,3084338,284,336,378,390,419,2,963,0.000%,17067.50999,3460.83,0.00
