Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3300406,267,317,362,373,399,2,1031,0.00%,18102.9,3671.2,130.44
总体,3300406,267,317,362,373,399,2,1031,0.00%,18102.9,3671.2,130.44
