Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,4455221,198,251,274,284,378,1,1591,0.00%,24032.5,4875.0,110.67
总体,4455221,198,251,274,284,378,1,1591,0.00%,24032.5,4875.0,110.67
