Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,14983746,5,6,7,8,10,0,1043,0.00%,83223.6,17213.1,5.29
总体,14983746,5,6,7,8,10,0,1043,0.00%,83223.6,17213.1,5.29
