Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,14949849,5,6,7,8,10,0,1041,0.00%,83040.4,17175.4,5.62
总体,14949849,5,6,7,8,10,0,1041,0.00%,83040.4,17175.4,5.62
