Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,17172561,51,2,191,265,434,0,990,0.000%,94750.91454,12584.11,0.00
TOTAL,17172561,51,2,191,265,434,0,990,0.000%,94750.91454,12584.11,0.00
