Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,18946809,46,0,165,233,447,0,747,0.00%,103953.1,13806.3,92.99
总体,18946809,46,0,165,233,447,0,747,0.00%,103953.1,13806.3,92.99
