Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,17509102,50,1,195,265,441,0,1094,0.00%,95469.5,12679.5,99.27
总体,17509102,50,1,195,265,441,0,1094,0.00%,95469.5,12679.5,99.27
