procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  0      0 6365116   5244 5963756    0    0     0     0 29002 18838 46 48  6  0  0
60  0      0 6360360   5244 5963756    0    0     0     0 19482 14849 44 51  5  0  0
83  0      0 6338304   5244 5963756    0    0     0     0 31290 21701 45 45 10  0  0
 1  0      0 6328572   5244 5963756    0    0     0     0 32513 20903 45 45 10  0  0
80  0      0 6376132   5244 5963756    0    0     0     0 35062 23907 48 50  2  0  0
72  0      0 6375716   5244 5963756    0    0     0     0 34353 22391 47 50  3  0  0
67  0      0 6378136   5244 5963756    0    0     0     0 33975 23386 48 48  4  0  0
87  0      0 6375964   5244 5963756    0    0     0     0 32749 22277 48 48  3  0  0
89  0      0 6379396   5244 5963760    0    0     0     0 35002 22885 48 48  3  0  0
88  0      0 6381436   5244 5963764    0    0     0     0 33278 22940 48 46  5  0  0
11  0      0 6382924   5244 5963764    0    0     0     0 32694 24072 47 46  8  0  0
38  0      0 6379584   5244 5963764    0    0     0     0 36225 24465 48 49  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
55  0      0 6434712   5244 5963764    0    0     0     0 33268 21794 46 43 11  0  0
18  0      0 6438904   5244 5963764    0    0     0     0 34726 22245 45 49  5  0  0
32  0      0 6445888   5244 5963764    0    0     0     8 35715 23553 49 46  5  0  0
21  0      0 6449616   5244 5963764    0    0     0     0 34598 23371 48 47  4  0  0
22  0      0 6455244   5244 5963764    0    0     0     0 34857 23647 47 48  6  0  0
18  0      0 6458740   5244 5963764    0    0     0     0 35364 23976 48 47  5  0  0
22  0      0 6460784   5244 5963768    0    0     0     0 33961 23556 46 47  7  0  0
28  0      0 6459304   5244 5963768    0    0     0     4 29584 20009 45 50  5  0  0
31  0      0 6466372   5244 5963752    0    0     0     6 34648 23095 46 49  5  0  0
84  0      0 6511940   5244 5963752    0    0     0     0 30899 21185 45 43 12  0  0
12  0      0 6517264   5244 5963720    0    0     0     0 34705 25363 46 48  7  0  0
29  0      0 6521280   5244 5963708    0    0     0     0 34928 22753 47 47  5  0  0
23  0      0 6521804   5244 5963700    0    0     0     0 34570 24050 45 50  5  0  0
27  0      0 6528976   5244 5963620    0    0     0     0 36442 24480 46 48  5  0  0
86  0      0 6532184   5244 5963512    0    0     0     0 35340 24175 48 48  5  0  0
130  0      0 6538196   5244 5963276    0    0     0     0 35743 24132 50 47  3  0  0
93  1      0 6546800   5244 5963068    0    0     0    56 35387 23671 50 46  4  0  0
61  1      0 6557284   5244 5962936    0    0     0     0 36363 23931 49 48  2  1  0
 4  1      0 6557012   5244 5962904    0    0     0     0 37126 23842 47 50  2  1  0
 7  1      0 6562168   5244 5962872    0    0     0     4 18990 12450 71 26  2  2  0
 0  0      0 6568508   5244 5962872    0    0     0    16 25360 20010 31 32 36  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 6568140   5244 5962872    0    0     0     0 1339 2077  1  1 98  0  0
 0  0      0 6568028   5244 5962872    0    0     0     0 2260 3181  2  2 97  0  0
 0  0      0 6568080   5244 5962868    0    0     0     0 1649 2269  1  1 98  0  0
 0  0      0 6567996   5244 5962868    0    0     0     0 1514 2207  1  1 98  0  0
 0  0      0 6567936   5244 5962868    0    0     0     0 1592 2286  1  1 98  0  0
 0  0      0 6567852   5244 5962868    0    0     0     0 1576 2335  1  1 98  0  0
 0  0      0 6567660   5244 5962868    0    0     0     0 2125 3142  2  2 96  0  0
 0  0      0 6567720   5244 5962868    0    0     0     0 1785 2497  1  2 97  0  0
 1  0      0 6567912   5244 5962868    0    0     0     0 1556 2400  1  1 98  0  0
 0  0      0 6567944   5244 5962868    0    0     0     0 1463 2103  1  1 98  0  0
 0  0      0 6567856   5244 5962868    0    0     0     0 1458 2155  1  1 98  0  0
 0  0      0 6581912   5244 5962868    0    0     0    16 2377 3444  2  2 96  0  0
 0  0      0 6581796   5244 5962868    0    0     0     0 1489 2112  1  1 98  0  0
 0  0      0 6582304   5244 5962868    0    0     0     0 1643 2421  1  1 98  0  0
 0  0      0 6582052   5244 5962868    0    0     0     0 1546 2168  1  1 97  0  0
 1  0      0 6581840   5244 5962868    0    0     0     0 1534 2232  1  1 98  0  0
 0  0      0 6580924   5244 5962868    0    0     0     0 1987 2840  2  2 97  0  0
 0  0      0 6580812   5244 5962868    0    0     0    64 1192 1732  1  1 98  0  0
 0  0      0 6580676   5244 5962868    0    0     0     0  940 1270  0  1 99  0  0
 0  0      0 6580396   5244 5962868    0    0     0     0 1382 2135  1  1 98  0  0
 0  0      0 6580000   5244 5962868    0    0     0     0 1480 2227  1  1 98  0  0
