Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,1644509,534,489,562,682,954,0,42623,0.00%,9081.4,1838.4,1922.55
总体,1644509,534,489,562,682,954,0,42623,0.00%,9081.4,1838.4,1922.55
