Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7382616,11,10,21,27,43,0,1049,0.00%,41004.3,19326.9,8.22
总体,7382616,11,10,21,27,43,0,1049,0.00%,41004.3,19326.9,8.22
